table,column
discussions_providerfilter,change_date
discussions_providerfilter,allow
discussions_providerfilter,deny
embargo_country,id
embargo_country,country
embargo_countryaccessrule,id
embargo_countryaccessrule,rule_type
embargo_countryaccessrule,country_id
embargo_countryaccessrule,restricted_course_id
embargo_courseaccessrulehistory,id
embargo_courseaccessrulehistory,timestamp
embargo_courseaccessrulehistory,course_key
embargo_embargoedcourse,id
embargo_embargoedcourse,course_id
embargo_embargoedcourse,embargoed
embargo_embargoedstate,id
embargo_embargoedstate,change_date
embargo_embargoedstate,enabled
embargo_embargoedstate,embargoed_countries
embargo_ipfilter,id
embargo_ipfilter,change_date
embargo_ipfilter,enabled
embargo_ipfilter,whitelist
embargo_ipfilter,blacklist
embargo_restrictedcourse,id
embargo_restrictedcourse,course_key
embargo_restrictedcourse,enroll_msg_key
embargo_restrictedcourse,access_msg_key
embargo_restrictedcourse,disable_access_check
entitlements_courseentitlement,id
entitlements_courseentitlement,created
entitlements_courseentitlement,modified
entitlements_courseentitlement,uuid
entitlements_courseentitlement,course_uuid
entitlements_courseentitlement,mode
entitlements_courseentitlement,user_id
entitlements_courseentitlement,refund_locked
entitlements_courseentitlementpolicy,id
entitlements_courseentitlementpolicy,expiration_period
entitlements_courseentitlementpolicy,refund_period
entitlements_courseentitlementpolicy,regain_period
entitlements_courseentitlementsupportdetail,id
entitlements_courseentitlementsupportdetail,created
entitlements_courseentitlementsupportdetail,modified
entitlements_courseentitlementsupportdetail,reason
entitlements_courseentitlementsupportdetail,entitlement_id
entitlements_courseentitlementsupportdetail,support_user_id
entitlements_courseentitlementsupportdetail,action
experiments_experimentdata,id
experiments_experimentdata,created
experiments_experimentdata,modified
experiments_experimentdata,experiment_id
experiments_experimentdata,key
experiments_experimentdata,value
experiments_experimentdata,user_id
experiments_experimentkeyvalue,id
experiments_experimentkeyvalue,created
experiments_experimentkeyvalue,modified
experiments_experimentkeyvalue,experiment_id
experiments_experimentkeyvalue,key
experiments_experimentkeyvalue,value
external_user_ids_externalid,id
external_user_ids_externalid,created
external_user_ids_externalid,modified
external_user_ids_externalid,external_user_id
external_user_ids_externalid,external_id_type_id
external_user_ids_externalid,user_id
external_user_ids_externalidtype,id
external_user_ids_externalidtype,created
external_user_ids_externalidtype,modified
external_user_ids_externalidtype,name
external_user_ids_externalidtype,description
grades_computegradessetting,id
grades_computegradessetting,change_date
grades_computegradessetting,enabled
grades_computegradessetting,batch_size
grades_computegradessetting,course_ids
grades_coursepersistentgradesflag,id
grades_coursepersistentgradesflag,change_date
grades_coursepersistentgradesflag,enabled
grades_coursepersistentgradesflag,course_id
grades_persistentcoursegrade,created
grades_persistentcoursegrade,modified
grades_persistentcoursegrade,id
grades_persistentcoursegrade,user_id
grades_persistentcoursegrade,course_id
grades_persistentcoursegrade,course_version
grades_persistentcoursegrade,grading_policy_hash
grades_persistentcoursegrade,percent_grade
grades_persistentcoursegrade,letter_grade
grades_persistentgradesenabledflag,id
grades_persistentgradesenabledflag,change_date
grades_persistentgradesenabledflag,enabled
grades_persistentgradesenabledflag,enabled_for_all_courses
grades_persistentsubsectiongrade,created
grades_persistentsubsectiongrade,modified
grades_persistentsubsectiongrade,id
grades_persistentsubsectiongrade,user_id
grades_persistentsubsectiongrade,course_id
grades_persistentsubsectiongrade,usage_key
grades_persistentsubsectiongrade,course_version
grades_persistentsubsectiongrade,earned_all
grades_persistentsubsectiongrade,possible_all
grades_persistentsubsectiongrade,earned_graded
grades_persistentsubsectiongrade,possible_graded
grades_persistentsubsectiongrade,visible_blocks_hash
grades_persistentsubsectiongradeoverride,id
grades_persistentsubsectiongradeoverride,created
grades_persistentsubsectiongradeoverride,modified
grades_persistentsubsectiongradeoverride,grade_id
grades_visibleblocks,id
grades_visibleblocks,blocks_json
grades_visibleblocks,hashed
grades_visibleblocks,course_id
instructor_task_gradereportsetting,id
instructor_task_gradereportsetting,change_date
instructor_task_gradereportsetting,enabled
instructor_task_gradereportsetting,batch_size
instructor_task_instructortask,id
instructor_task_instructortask,task_type
instructor_task_instructortask,course_id
instructor_task_instructortask,task_key
instructor_task_instructortask,task_input
instructor_task_instructortask,task_id
instructor_task_instructortask,updated
instructor_task_instructortask,subtasks
instructor_task_instructortask,requester_id
learning_sequences_contenterror,id
learning_sequences_contenterror,message
learning_sequences_contenterror,publish_report_id
learning_sequences_coursecontext,created
learning_sequences_coursecontext,modified
learning_sequences_coursecontext,learning_context_id
learning_sequences_coursecontext,course_visibility
learning_sequences_coursecontext,self_paced
learning_sequences_coursesection,id
learning_sequences_coursesection,ordering
learning_sequences_coursesection,title
learning_sequences_coursesection,hide_from_toc
learning_sequences_coursesection,visible_to_staff_only
learning_sequences_coursesection,created
learning_sequences_coursesection,modified
learning_sequences_coursesection,course_context_id
learning_sequences_coursesectionsequence,id
learning_sequences_coursesectionsequence,ordering
learning_sequences_coursesectionsequence,hide_from_toc
learning_sequences_coursesectionsequence,visible_to_staff_only
learning_sequences_coursesectionsequence,created
learning_sequences_coursesectionsequence,modified
learning_sequences_coursesectionsequence,section_id
learning_sequences_coursesectionsequence,sequence_id
learning_sequences_coursesectionsequence,inaccessible_after_due
learning_sequences_coursesectionsequence,course_context_id
learning_sequences_coursesequenceexam,id
learning_sequences_coursesequenceexam,created
learning_sequences_coursesequenceexam,modified
learning_sequences_coursesequenceexam,is_practice_exam
learning_sequences_coursesequenceexam,is_proctored_enabled
learning_sequences_coursesequenceexam,is_time_limited
learning_sequences_coursesequenceexam,course_section_sequence_id
learning_sequences_learningcontext,id
learning_sequences_learningcontext,title
learning_sequences_learningcontext,published_at
learning_sequences_learningcontext,published_version
learning_sequences_learningcontext,created
learning_sequences_learningcontext,modified
learning_sequences_learningsequence,id
learning_sequences_learningsequence,learning_context_id
learning_sequences_learningsequence,title
learning_sequences_learningsequence,created
learning_sequences_learningsequence,modified
learning_sequences_publishreport,id
learning_sequences_publishreport,num_errors
learning_sequences_publishreport,num_sections
learning_sequences_publishreport,num_sequences
learning_sequences_publishreport,learning_context_id
learning_sequences_sectionpartitiongroup,id
learning_sequences_sectionpartitiongroup,course_section_id
learning_sequences_sectionpartitiongroup,user_partition_group_id
learning_sequences_sectionsequencepartitiongroup,id
learning_sequences_sectionsequencepartitiongroup,course_section_sequence_id
learning_sequences_sectionsequencepartitiongroup,user_partition_group_id
learning_sequences_userpartitiongroup,id
learning_sequences_userpartitiongroup,partition_id
learning_sequences_userpartitiongroup,group_id
lms_xblock_xblockasidesconfig,id
lms_xblock_xblockasidesconfig,change_date
lms_xblock_xblockasidesconfig,enabled
lms_xblock_xblockasidesconfig,disabled_blocks
mobile_api_appversionconfig,id
mobile_api_appversionconfig,platform
mobile_api_appversionconfig,version
mobile_api_appversionconfig,major_version
mobile_api_appversionconfig,minor_version
mobile_api_appversionconfig,patch_version
mobile_api_appversionconfig,enabled
mobile_api_appversionconfig,created_at
mobile_api_appversionconfig,updated_at
mobile_api_ignoremobileavailableflagconfig,id
mobile_api_ignoremobileavailableflagconfig,change_date
mobile_api_ignoremobileavailableflagconfig,enabled
mobile_api_mobileapiconfig,id
mobile_api_mobileapiconfig,change_date
mobile_api_mobileapiconfig,enabled
mobile_api_mobileapiconfig,video_profiles
program_enrollments_courseaccessroleassignment,id
program_enrollments_courseaccessroleassignment,created
program_enrollments_courseaccessroleassignment,modified
program_enrollments_courseaccessroleassignment,role
program_enrollments_courseaccessroleassignment,enrollment_id
program_enrollments_programcourseenrollment,id
program_enrollments_programcourseenrollment,created
program_enrollments_programcourseenrollment,modified
program_enrollments_programcourseenrollment,course_key
program_enrollments_programcourseenrollment,status
program_enrollments_programcourseenrollment,program_enrollment_id
program_enrollments_programenrollment,id
program_enrollments_programenrollment,created
program_enrollments_programenrollment,modified
program_enrollments_programenrollment,program_uuid
program_enrollments_programenrollment,curriculum_uuid
program_enrollments_programenrollment,status
programs_programsapiconfig,id
programs_programsapiconfig,change_date
programs_programsapiconfig,enabled
programs_programsapiconfig,marketing_path
rss_proxy_whitelistedrssurl,id
rss_proxy_whitelistedrssurl,created
rss_proxy_whitelistedrssurl,modified
rss_proxy_whitelistedrssurl,url
schedules_schedule,id
schedules_schedule,created
schedules_schedule,modified
schedules_schedule,active
schedules_schedule,enrollment_id
schedules_scheduleconfig,id
schedules_scheduleconfig,change_date
schedules_scheduleconfig,enabled
schedules_scheduleconfig,enqueue_recurring_nudge
schedules_scheduleconfig,deliver_recurring_nudge
schedules_scheduleconfig,site_id
schedules_scheduleconfig,deliver_upgrade_reminder
schedules_scheduleconfig,enqueue_upgrade_reminder
schedules_scheduleconfig,deliver_course_update
schedules_scheduleconfig,enqueue_course_update
schedules_scheduleexperience,id
schedules_scheduleexperience,experience_type
schedules_scheduleexperience,schedule_id
self_paced_selfpacedconfiguration,id
self_paced_selfpacedconfiguration,change_date
self_paced_selfpacedconfiguration,enabled
