table,column
catalogue_productattribute,required
catalogue_productattributevalue,id
catalogue_productattributevalue,attribute_id
catalogue_productattributevalue,product_id
catalogue_productattributevalue_value_multi_option,id
catalogue_productattributevalue_value_multi_option,productattributevalue_id
catalogue_productattributevalue_value_multi_option,attributeoption_id
catalogue_productcategory,id
catalogue_productcategory,category_id
catalogue_productcategory,product_id
catalogue_productclass,id
catalogue_productclass,name
catalogue_productclass,slug
catalogue_productclass,requires_shipping
catalogue_productclass,track_stock
catalogue_productclass_options,id
catalogue_productclass_options,productclass_id
catalogue_productclass_options,option_id
catalogue_productimage,id
catalogue_productimage,original
catalogue_productimage,caption
catalogue_productimage,display_order
catalogue_productimage,date_created
catalogue_productimage,product_id
catalogue_productrecommendation,id
catalogue_productrecommendation,ranking
catalogue_productrecommendation,primary_id
catalogue_productrecommendation,recommendation_id
communication_communicationeventtype,id
communication_communicationeventtype,code
communication_communicationeventtype,name
communication_communicationeventtype,category
communication_communicationeventtype,date_created
communication_communicationeventtype,date_updated
communication_email,id
communication_email,subject
communication_email,body_text
communication_email,body_html
communication_email,date_sent
communication_notification,id
communication_notification,subject
communication_notification,body
communication_notification,location
communication_notification,date_sent
communication_notification,recipient_id
core_businessclient,id
core_businessclient,name
core_ecommercefeaturerole,id
core_ecommercefeaturerole,created
core_ecommercefeaturerole,modified
core_ecommercefeaturerole,name
core_ecommercefeatureroleassignment,id
core_ecommercefeatureroleassignment,created
core_ecommercefeatureroleassignment,modified
core_ecommercefeatureroleassignment,role_id
core_ecommercefeatureroleassignment,user_id
core_ecommercefeatureroleassignment,applies_to_all_contexts
core_siteconfiguration,id
core_siteconfiguration,lms_url_root
core_siteconfiguration,payment_processors
core_siteconfiguration,partner_id
core_siteconfiguration,site_id
core_siteconfiguration,oauth_settings
core_siteconfiguration,enable_enrollment_codes
core_siteconfiguration,payment_support_email
core_siteconfiguration,payment_support_url
core_siteconfiguration,affiliate_cookie_name
core_siteconfiguration,utm_cookie_name
core_siteconfiguration,send_refund_notifications
core_siteconfiguration,enable_sdn_check
core_siteconfiguration,sdn_api_key
core_siteconfiguration,sdn_api_list
core_siteconfiguration,sdn_api_url
core_siteconfiguration,require_account_activation
core_siteconfiguration,optimizely_snippet_src
core_siteconfiguration,base_cookie_domain
core_siteconfiguration,enable_embargo_check
core_siteconfiguration,discovery_api_url
core_siteconfiguration,enable_apple_pay
core_siteconfiguration,enable_partial_program
core_siteconfiguration,hubspot_secret_key
core_siteconfiguration,enable_microfrontend_for_basket_page
courses_course,id
courses_course,name
courses_course,partner_id
customer_productalert,id
customer_productalert,email
customer_productalert,key
customer_productalert,status
customer_productalert,date_created
customer_productalert,product_id
ecommerce_user,id
ecommerce_user,password
ecommerce_user,is_superuser
ecommerce_user,username
ecommerce_user,first_name
ecommerce_user,last_name
ecommerce_user,email
ecommerce_user,is_staff
ecommerce_user,is_active
ecommerce_user,date_joined
ecommerce_user_groups,id
ecommerce_user_groups,user_id
ecommerce_user_groups,group_id
ecommerce_user_user_permissions,id
ecommerce_user_user_permissions,user_id
ecommerce_user_user_permissions,permission_id
invoice_invoice,id
invoice_invoice,created
invoice_invoice,modified
invoice_invoice,state
offer_benefit,id
offer_benefit,type
offer_codeassignmentnudgeemails,id
offer_codeassignmentnudgeemails,created
offer_codeassignmentnudgeemails,modified
offer_codeassignmentnudgeemails,code
offer_codeassignmentnudgeemails,user_email
offer_codeassignmentnudgeemails,email_date
offer_codeassignmentnudgeemails,already_sent
offer_codeassignmentnudgeemails,is_subscribed
offer_codeassignmentnudgeemails,email_template_id
offer_codeassignmentnudgeemails,options
offer_codeassignmentnudgeemailtemplates,id
offer_codeassignmentnudgeemailtemplates,created
offer_codeassignmentnudgeemailtemplates,modified
offer_codeassignmentnudgeemailtemplates,active
offer_codeassignmentnudgeemailtemplates,name
offer_codeassignmentnudgeemailtemplates,email_type
offer_condition,id
offer_condition,type
offer_conditionaloffer,id
offer_conditionaloffer,name
offer_conditionaloffer,slug
offer_conditionaloffer,description
offer_conditionaloffer,offer_type
offer_conditionaloffer,status
offer_conditionaloffer,priority
offer_conditionaloffer,total_discount
offer_conditionaloffer,num_applications
offer_conditionaloffer,num_orders
offer_conditionaloffer,redirect_url
offer_conditionaloffer,date_created
offer_conditionaloffer,benefit_id
offer_conditionaloffer,condition_id
offer_conditionaloffer,exclusive
offer_conditionaloffer,emails_for_usage_alert
offer_conditionaloffer,usage_email_frequency
offer_offerassignment,id
offer_offerassignment,created
offer_offerassignment,modified
offer_offerassignment,code
offer_offerassignment,user_email
offer_offerassignment,status
offer_offerassignment,offer_id
offer_offerassignmentemailattempt,id
offer_offerassignmentemailattempt,send_id
offer_offerassignmentemailattempt,offer_assignment_id
offer_offerassignmentemailsentrecord,id
offer_offerassignmentemailsentrecord,created
offer_offerassignmentemailsentrecord,modified
offer_offerassignmentemailsentrecord,enterprise_customer
