table,column
warehouse_warehouse_shipping_zones,shippingzone_id
warehouse_warehouse_shipping_zones,id
warehouse_warehouse,name
warehouse_stock,quantity
warehouse_stock,product_variant_id
warehouse_stock,warehouse_id
warehouse_stock,id
product_category,name
product_category,slug
product_producttype,slug
product_product,slug
giftcard_giftcard,code
giftcard_giftcard,created
giftcard_giftcard,is_active
giftcard_giftcard,id
order_order_gift_cards,order_id
order_order_gift_cards,giftcard_id
giftcard_giftcard,current_balance_amount
order_order_gift_cards,id
checkout_checkout_gift_cards,id
checkout_checkout_gift_cards,checkout_id
checkout_checkout_gift_cards,giftcard_id
order_order,currency
plugins_pluginconfiguration,name
plugins_pluginconfiguration,description
plugins_pluginconfiguration,active
plugins_pluginconfiguration,id
app_app,type
checkout_checkout,currency
checkout_checkout,country
app_appinstallation,status
app_appinstallation,created_at
app_appinstallation,updated_at
app_appinstallation,app_name
app_appinstallation,manifest_url
app_appinstallation,id
app_appinstallation_permissions,appinstallation_id
app_appinstallation_permissions,permission_id
app_appinstallation_permissions,id
app_appextension,id
plugins_pluginconfiguration,identifier
account_user,jwt_token_key
app_appextension,label
app_appextension,url
app_appextension,view
app_appextension,type
app_appextension,target
app_appextension,app_id
app_appextension_permissions,appextension_id
app_appextension_permissions,permission_id
app_appextension_permissions,id
product_product,description_plaintext
warehouse_warehouse,slug
warehouse_allocation,quantity_allocated
warehouse_allocation,order_line_id
warehouse_allocation,stock_id
warehouse_allocation,id
discount_sale_collections,sale_id
discount_sale_collections,collection_id
discount_sale_collections,id
discount_voucher_categories,voucher_id
discount_voucher_categories,category_id
discount_voucher_categories,id
discount_voucher_collections,voucher_id
discount_voucher_collections,collection_id
discount_voucher_collections,id
discount_sale,start_date
discount_voucher,apply_once_per_order
discount_voucher_products,voucher_id
discount_voucher_products,product_id
discount_voucher_products,id
discount_vouchertranslation,voucher_id
discount_vouchertranslation,id
discount_voucher,countries
discount_saletranslation,sale_id
discount_saletranslation,id
channel_channel,id
discount_vouchercustomer,customer_email
discount_vouchercustomer,voucher_id
discount_vouchercustomer,id
discount_voucher,apply_once_per_customer
channel_channel,name
channel_channel,slug
channel_channel,is_active
channel_channel,currency_code
checkout_checkout,channel_id
product_productvariantchannellisting,currency
product_productvariantchannellisting,channel_id
product_productvariantchannellisting,variant_id
product_productvariantchannellisting,id
product_productchannellisting,is_published
product_productchannellisting,channel_id
product_productchannellisting,product_id
product_productchannellisting,currency
product_productchannellisting,visible_in_listings
product_productchannellisting,id
product_collectionchannellisting,is_published
product_collectionchannellisting,channel_id
product_collectionchannellisting,collection_id
product_collectionchannellisting,id
page_pagetranslation,page_id
page_pagetranslation,id
page_pagetype,name
page_pagetype,slug
page_pagetype,id
page_page,page_type_id
attribute_attribute,type
attribute_assignedpageattribute,id
attribute_attributepage,attribute_id
attribute_attributepage,page_type_id
attribute_attributepage,id
attribute_assignedpageattribute,assignment_id
attribute_assignedpageattribute,page_id
attribute_assignedproductattributevalue,assignment_id
attribute_assignedproductattributevalue,value_id
attribute_assignedproductattributevalue,id
attribute_assignedvariantattributevalue,assignment_id
attribute_assignedvariantattributevalue,value_id
attribute_assignedvariantattributevalue,id
attribute_assignedpageattributevalue,assignment_id
attribute_assignedpageattributevalue,value_id
attribute_assignedpageattributevalue,id
shipping_shippingmethodchannellisting,currency
shipping_shippingmethodchannellisting,price_amount
shipping_shippingmethodchannellisting,channel_id
shipping_shippingmethodchannellisting,shipping_method_id
shipping_shippingmethodchannellisting,id
shipping_shippingmethod_excluded_products,shippingmethod_id
shipping_shippingmethod_excluded_products,product_id
shipping_shippingmethod_excluded_products,id
shipping_shippingmethodpostalcoderule,start
shipping_shippingmethodpostalcoderule,shipping_method_id
shipping_shippingmethodpostalcoderule,id
shipping_shippingzone,description
shipping_shippingmethodpostalcoderule,inclusion_type
shipping_shippingzone_channels,shippingzone_id
shipping_shippingzone_channels,channel_id
shipping_shippingzone_channels,id
channel_channel,default_country
csv_exportfile,id
warehouse_warehouse,click_and_collect_option
warehouse_warehouse,is_private
csv_exportfile,status
csv_exportfile,created_at
csv_exportfile,updated_at
csv_exportevent,date
csv_exportevent,type
csv_exportevent,parameters
csv_exportevent,export_file_id
csv_exportevent,id
product_productmedia,ppoi
product_productmedia,alt
product_productmedia,type
product_productmedia,oembed_data
product_productmedia,product_id
product_productmedia,id
product_variantmedia,media_id
product_variantmedia,id
product_variantmedia,variant_id
order_orderline,currency
order_orderline,translated_variant_name
order_orderline,variant_name
order_order,channel_id
order_orderline,total_price_gross_amount
order_orderline,total_price_net_amount
order_order,shipping_tax_rate
discount_salechannellisting,discount_value
discount_salechannellisting,currency
discount_salechannellisting,channel_id
discount_salechannellisting,sale_id
discount_salechannellisting,id
discount_voucherchannellisting,discount_value
discount_voucherchannellisting,currency
discount_voucherchannellisting,channel_id
discount_voucherchannellisting,voucher_id
discount_voucherchannellisting,id
discount_orderdiscount,type
discount_orderdiscount,value_type
discount_orderdiscount,value
discount_orderdiscount,amount_value
discount_orderdiscount,currency
discount_orderdiscount,id
discount_voucher,only_for_staff
discount_sale_variants,sale_id
discount_sale_variants,productvariant_id
discount_sale_variants,id
discount_voucher_variants,voucher_id
discount_voucher_variants,productvariant_id
discount_voucher_variants,id
giftcard_giftcard,initial_balance_amount
giftcard_giftcard,currency
giftcard_giftcardevent,date
giftcard_giftcardevent,type
giftcard_giftcardevent,parameters
giftcard_giftcardevent,gift_card_id
giftcard_giftcardevent,id
invoice_invoice,status
invoice_invoice,created_at
invoice_invoice,updated_at
invoice_invoice,invoice_file
invoice_invoice,id
invoice_invoiceevent,date
invoice_invoiceevent,type
invoice_invoiceevent,parameters
invoice_invoiceevent,id
menu_menuitemtranslation,name
menu_menuitemtranslation,menu_item_id
menu_menuitemtranslation,id
menu_menu,slug
order_order,undiscounted_total_net_amount
product_producttype,kind
order_order,undiscounted_total_gross_amount
order_orderline,unit_discount_amount
order_orderline,unit_discount_value
order_orderline,unit_discount_type
order_order,total_paid_amount
order_order,origin
order_orderline,undiscounted_total_price_gross_amount
order_orderline,undiscounted_total_price_net_amount
order_orderline,undiscounted_unit_price_gross_amount
order_orderline,undiscounted_unit_price_net_amount
order_orderline,is_gift_card
payment_transaction,action_required
payment_transaction,action_required_data
payment_transaction,already_processed
payment_payment,to_confirm
payment_payment,payment_method_type
payment_payment,store_payment_method
product_productvariant,is_preorder
site_sitesettings,automatically_fulfill_non_shippable_gift_card
site_sitesettings,fulfillment_auto_approve
site_sitesettings,automatically_confirm_all_new_orders
site_sitesettings,fulfillment_allow_unpaid
site_sitesettings,gift_card_expiry_type
warehouse_preorderallocation,quantity
warehouse_preorderallocation,order_line_id
warehouse_preorderallocation,product_variant_channel_listing_id
warehouse_preorderallocation,id
wishlist_wishlist,created_at
wishlist_wishlist,token
wishlist_wishlist,id
wishlist_wishlistitem,created_at
wishlist_wishlistitem,product_id
wishlist_wishlistitem,wishlist_id
wishlist_wishlistitem,id
wishlist_wishlistitem_variants,wishlistitem_id
wishlist_wishlistitem_variants,productvariant_id
wishlist_wishlistitem_variants,id
